labels,polynomials,possibly nonmaximal primes,probably nonmaximal primes,torsion primes
238776.a.477552.1,"[[0, 1, 1, 1, 3, 2], [0, 1]]",,{2},{2}
238825.a.238825.1,"[[1, 2, 1, 1], [1, 1, 0, 1]]",,{},{}
238826.a.955304.1,"[[1, -5, 8, -6, 1, 1], [0, 1]]",,{2},{}
238839.a.716517.1,"[[0, 1, -7, 10, 4, 3], [0, 1]]",,{2},{2}
238839.b.716517.1,"[[-4, 8, 0, -9, 1, 3], [1, 1]]",,{2},{2}
238848.a.477696.1,"[[4, -2, -3, -3, 0, 1], [0, 0, 0, 1]]",,{2},{2}
238848.b.477696.1,"[[0, -2, 0, 2, 2], [1, 1, 1, 1]]",,{},{}
238852.a.477704.1,"[[288, 54, 86, 10, 8], [1, 0, 1, 1]]",,{2},{}
238853.a.238853.1,"[[-2, 3, 4, -7], [0, 1, 1, 1]]",,{},{}
238853.b.238853.1,"[[0, -1, -4, -6, -3], [0, 1, 0, 1]]",,{2},{}
238916.a.477832.1,"[[0, 2, 13, 24, 9, 1], [0, 1, 1]]",,{2},{2}
238923.a.238923.1,"[[3, -13, 17, -3, -6, 1], [0, 0, 1]]",,{2},{}
238938.a.955752.1,"[[14, -36, 32, 6, -17, -7, -1], [1, 0, 0, 1]]",,"{2, 3}","{2, 3}"
238948.a.477896.1,"[[-1, -7, -1, 41, -27, 2], [0, 1, 1]]",,{2},{2}
238954.a.238954.1,"[[-3, 1, 4, 0, -1], [0, 0, 1, 1]]",,{},{}
238955.a.238955.1,"[[-6, 39, -85, 52, 16, 1], [1]]",,{2},{}
238958.a.238958.1,"[[10, -36, 16, 32, -10, -8, -1], [0, 1, 1]]",,{2},{}
238964.a.955856.1,"[[0, 1, 2, 3, 0, 1], [1, 0, 0, 1]]",,{},{}
238996.a.955984.1,"[[-1, 2, -4, 3, -1, 1], [1, 1, 1]]",,{2},{}
239000.a.478000.1,"[[-1, 0, 3, 0, -1], [1, 1, 1, 1]]",,{},{}
239003.a.239003.1,"[[0, 2, 2, -1, 0, 1], [1]]",,{2},{}
239006.a.478012.1,"[[1, 1, -1, 1, 3, 1], [0, 1]]",,{2},{}
239011.a.239011.1,"[[-5, -1, 0, 25, 16, 3], [0, 0, 1, 1]]",,{2},{}
239020.a.956080.1,"[[6, -1, -1, 0, -1], [1, 0, 0, 1]]",,{},{}
239021.a.239021.1,"[[-14, 47, -47, 5, 8, 1], [0, 0, 1]]",,{2},{}
239031.a.239031.1,"[[-47, 75, -40, 10, -4], [1, 0, 1, 1]]",,{2},{}
239033.a.239033.1,"[[2, 0, -1, 1], [1, 1, 0, 1]]",,{},{}
239044.a.956176.1,"[[-4, -4, 8, 0, -4, 1], [1, 1, 1]]",,{2},{2}
239059.a.239059.1,"[[1, -2, 0, -1], [1, 1, 1, 1]]",,{},{}
239068.a.478136.1,"[[0, 2, 2, 2, 2, 1], [0, 1, 1]]",,{2},{2}
239068.b.956272.1,"[[0, 0, 0, 1, 2, -2, 1], [1, 1]]",,{},{}
239079.a.239079.1,"[[3, -4, 5, -2], [0, 1, 1, 1]]",,{2},{2}
239093.a.239093.1,"[[-6, 10, 2, -8, -1, 1], [1]]",,{2},{}
239106.a.478212.1,"[[0, 4, 28, 198, 28, 1], [1, 1]]",,{2},{2}
239112.a.478224.1,"[[1, 1, 0, -6, 0, 1], [1, 1, 1, 1]]",,"{2, 3}",{3}
239120.a.239120.1,"[[3, -8, 8, -2, -1, 1], [0, 0, 0, 1]]",,"{2, 3}",{3}
239158.a.239158.1,"[[-6, 16, -1, -15, -3, 1], [0, 1]]",,{2},{}
239169.a.239169.1,"[[2, 5, 7, 4, 2], [1, 0, 0, 1]]",,{2},{2}
239232.a.478464.1,"[[-1, 0, 0, 1, 0, 0, -1], [1, 1]]",,{2},{}
239234.a.239234.1,"[[0, 1, 1, -2, 4, -3, 1], [1, 1]]",,{},{}
239234.b.478468.1,"[[1, -3, -1, 10, -9, 1], [0, 1]]",,{2},{}
239266.a.239266.1,"[[-1, 3, 1, -3, 0, 1], [0, 1]]",,{2},{}
239269.a.239269.1,"[[0, -1, 2, 4, 1], [0, 1, 1, 1]]",,{2},{}
239312.a.478624.1,"[[-1, 3, -2, -1, -1], [0, 1, 0, 1]]",,{},{}
239339.a.239339.1,"[[-1, 0, 6, -1, -11, 1], [0, 1]]",,{2},{}
239339.b.239339.1,"[[-17, 6, 9, -1, -3], [0, 1, 0, 1]]",,{2},{}
239340.a.478680.1,"[[-142, -37, 65, 8, -9], [1, 0, 0, 1]]",,{2},{2}
239351.a.239351.1,"[[-6, 15, -12, -6, 6, 0, -1], [1, 0, 1, 1]]",,{2},{}
239354.a.239354.1,"[[0, 2, 4, 4, 2, 1], [1, 1]]",,{2},{}
239355.a.239355.1,"[[0, -1, 0, 5, 7, 3], [1, 0, 0, 1]]",,{2},{}
239357.a.239357.1,"[[240, -42, -78, 0, 7, 1], [1, 0, 1]]",,{2},{}
239421.a.718263.1,"[[0, 0, -2, -2, 1, 3], [1, 1, 0, 1]]",,{},{}
239436.a.957744.1,"[[-1, 0, 2, 0, 0, 0, -1], [1, 0, 0, 1]]",,{2},{}
239447.a.239447.1,"[[0, 0, 1, -2, -1, 1], [1, 1, 1]]",,{2},{}
239452.a.239452.1,"[[1, 1, 2, -9, 2, 2], [1, 0, 0, 1]]",,"{2, 5}",{5}
239477.a.239477.1,"[[0, 4, 20, 34, 8, 1], [1]]",,{2},{}
239477.b.239477.1,"[[0, -1, -4, 18, -8, 1], [1]]",,{2},{}
239481.a.718443.1,"[[-3, 5, 2, -8, 0, 3], [1, 1]]",,{2},{2}
239482.a.478964.1,"[[1, -7, 0, 11, 11, 3], [1, 0, 0, 1]]",,{2},{2}
239486.a.239486.1,"[[-8, -43, -80, -56, -8, 1], [0, 1, 1]]",,{2},{}
239501.a.239501.1,"[[-5, 1, 11, 7, 1], [0, 0, 1, 1]]",,{},{}
239516.a.479032.1,"[[4, 0, -16, -19, -7], [1, 1, 0, 1]]",,{},{}
239535.a.718605.1,"[[-5, 20, -23, 2, 4, 3], [0, 1]]",,{2},{2}
239572.a.958288.1,"[[-1, -3, -2, 1, 0, 0, 1], [1, 1, 1]]",,{},{}
239585.a.239585.1,"[[0, -2, -3, 0, 0, -1], [1, 0, 0, 1]]",,{2},{}
239616.a.239616.1,"[[2, -4, 5, -4, 4, -1, 1], []]",,{2},{2}
239616.b.239616.1,"[[-2, -4, -5, -4, -4, -1, -1], []]",,{2},{2}
239648.a.479296.1,"[[-1, 1, 0, -1, 2, -2, 1], [1]]",,{},{}
239653.a.239653.1,"[[1, -2], [1, 1, 0, 1]]",,{},{}
239654.a.239654.1,"[[-5, -4, 9, 0, -4, 1], [0, 1, 1]]",,{2},{2}
239677.a.239677.1,"[[1, 1, -1], [1, 1, 0, 1]]",,{},{}
239683.a.239683.1,"[[14, 81, 139, 52, -22, -4, 1], [0, 0, 1]]",,{2},{2}
239683.b.239683.1,"[[42, 13, 23, 5, 4], [0, 0, 1, 1]]",,{2},{2}
239697.a.719091.1,"[[-1, 1, -1, 0, -3, 1], [1, 1, 1]]",,{2},{}
239749.a.239749.1,"[[0, 1, 3, 4, 1, 1], [1]]",,{2},{}
239754.a.479508.1,"[[1, -1, 3, -6, 4, -7, 4], [0, 1]]",,{2},{2}
239756.a.959024.1,"[[-3, 0, 9, 7, 1], [1, 0, 0, 1]]",,{2},{}
239760.a.239760.1,"[[1, -5, 1, 8, -1, -4, -1], [1]]",,{2},{}
239760.b.959040.1,"[[-1, -3, 0, 7, 1, -4, 1], [1]]",,{2},{}
239771.a.239771.1,"[[3, -1, 2], [1, 1, 1, 1]]",,{},{}
239777.a.239777.1,"[[1, 4, 4, 0, -1, -1], [1, 1, 0, 1]]",,{},{}
239795.a.239795.1,"[[4, 1, -7, 2, -1, 2, -1], [1, 0, 0, 1]]",,{2},{2}
239808.a.959232.1,"[[0, -1, 3, 1, 1, 1], []]",,{2},{2}
239823.a.719469.1,"[[0, 0, -2, 0, 6, -5, 1], [1, 1]]",,{},{}
239827.a.239827.1,"[[-1, 6, 60, 94, -20, 1], [1, 1]]",,{2},{2}
239839.a.239839.1,"[[0, 2, 4, -1, -5, -1, 1], [1]]",,{},{}
239843.a.239843.1,"[[0, 1, 0, 1, -1], [1, 1, 0, 1]]",,{},{}
239845.a.239845.1,"[[1, -1, -4, 0, 2, 1], [1, 1, 0, 1]]",,{},{}
239860.a.479720.1,"[[0, 2, 6, -6, -24, 10], [1, 1, 0, 1]]",,{},{}
239885.a.239885.1,"[[-4, -8, 4, 8, -5], [1, 0, 0, 1]]",,{2},{2}
239893.a.239893.1,"[[0, -1, 3, 10, 6, 1], [0, 1]]",,{2},{2}
239925.a.239925.1,"[[-1, -3, -1, 4, -1, 1], [1]]",,{2},{}
239938.a.239938.1,"[[-1, -13, -35, -25, 3, 1], [0, 1]]",,"{2, 3}",{3}
239947.a.239947.1,"[[-14, 4, 13, -5, -3], [1, 0, 1, 1]]",,{},{}
239947.b.239947.1,"[[-4, 7, 0, -5, 0, 1], [1, 0, 1]]",,{2},{2}
239947.c.239947.1,"[[0, 2, 7, 5, -3], [1, 1, 0, 1]]",,{},{}
239959.a.239959.1,"[[1, 0, 4, 0, 4, -1], [1, 1, 1]]",,{2},{}
239968.a.479936.1,"[[0, -2, 4, 0, -7, 2], [1, 0, 1]]",,{2},{}
240030.a.960120.1,"[[2, 16, 36, 20, -13, -3, 1], [1, 0, 0, 1]]",,"{2, 3}","{2, 3}"
240036.a.480072.1,"[[-1, 0, -1, 1, -4, 3, -1], [1, 1, 1]]",,{2},{}
240048.a.960192.1,"[[0, 5, 29, 40, 16, 2], [1]]",,"{2, 5}",{5}
240059.a.240059.1,"[[0, -1, -4, -2, -1], [0, 1, 0, 1]]",,{2},{}
240064.a.960256.1,"[[0, 1, -7, 13, -4, 1], []]",,{2},{2}
240064.b.960256.1,"[[0, 1, 20, 25, 9, 1], []]",,{2},{2}
240064.c.960256.1,"[[-2, -5, -5, -3, 0, 1], []]",,{2},{2}
240073.a.240073.1,"[[1, 0, -3, 1, -2, 1], [1, 1, 1]]",,{2},{}
240074.a.480148.1,"[[-1, 0, 0, -3, -3, -1], [1, 1]]",,{2},{2}
240098.a.480196.1,"[[0, -1, 0, 6, 6, 1], [0, 1, 1]]",,{2},{2}
240112.a.240112.1,"[[1, -9, 18, -2, -18, -8, -1], [1]]",,{2},{}
240128.a.480256.1,"[[0, 1, -3, -6, -1, 1], []]",,{2},{2}
240128.b.480256.1,"[[0, 1, 3, -6, 1, 1], []]",,{2},{2}
240149.a.240149.1,"[[-27, 51, 0, 6, 10, 3], [1, 1, 0, 1]]",,{},{}
240149.b.240149.1,"[[0, 1, 0, 3, 2, 1], [0, 1]]",,{2},{2}
240163.a.240163.1,"[[0, -3, 3, 1, 2], [1, 0, 1, 1]]",,{},{}
240180.a.960720.1,"[[-15, 30, -11, -6, 1, 1], [0, 0, 0, 1]]",,{},{}
240184.a.480368.1,"[[0, 1, 2, 1, -5, 2], [0, 1]]",,{2},{2}
240192.a.240192.1,"[[-1, 1, -4, 5, -6, 4, -2], [1, 1]]",,{},{}
240192.b.480384.1,"[[-1, 6, 1, -3, 0, 1], [0, 0, 0, 1]]",,{3},{}
240195.a.720585.1,"[[0, -3, 7, 2, 3], [1, 0, 1, 1]]",,{2},{}
240199.a.240199.1,"[[-3, -2, 3, 1, 1, 1], [1, 0, 0, 1]]",,{},{}
240250.a.240250.1,"[[-5, -19, -20, -4, -1, 1], [0, 1]]",,"{2, 5}",{}
240256.a.240256.1,"[[-1, 1, -2, 1, 1, -2, -1], [0, 1]]",,{},{}
240256.b.480512.1,"[[1, 1, 3, 0, 0, 1], [0, 1, 0, 1]]",,{},{}
240256.c.480512.1,"[[0, 0, 6, 23, 22, 8, 1], [1, 1]]",,{},{}
240267.a.720801.1,"[[-171, -5, 57, 0, -7], [1, 1, 0, 1]]",,{2},{}
240268.a.480536.1,"[[2, 4, 2, 1, 1], [0, 1, 1, 1]]",,{},{}
240273.a.240273.1,"[[-3, 0, 5, 1, -3, -1], [0, 1, 1]]",,{2},{2}
240276.a.240276.1,"[[-1, 3, -2, 1], [1, 0, 0, 1]]",,{},{}
240289.a.240289.1,"[[-5, -14, 4, 19, -11], [1, 1, 0, 1]]",,{},{}
240289.b.240289.1,"[[0, -1, -3, 0, 4, 0, -2], [1, 1, 0, 1]]",,{},{}
240306.a.480612.1,"[[0, 1, 1, 3, 1, 2], [1, 1, 1]]",,{2},{}
240336.a.721008.1,"[[-2, -6, -5, -2], [0, 0, 1, 1]]",,{},{}
240346.a.480692.1,"[[0, -1, -1, 2, 5, 2], [1, 0, 1]]",,{2},{}
240389.a.240389.1,"[[2, 2, 3, 3, 1, 1], [1]]",,{2},{}
240400.a.240400.1,"[[-3, -2, -7, -3, -5, -1, -1], [0, 1, 0, 1]]",,{2},{2}
240412.a.961648.1,"[[1, -32, 16, -16, 8, -2, 1], [0, 1]]",,{2},{2}
240424.a.480848.1,"[[0, 4, 27, 59, 22, 2], [1, 1]]",,{2},{2}
240448.a.480896.1,"[[-1, 1, 2, -1, 1, -2, -5], [1]]",,{3},{}
240498.a.721494.1,"[[-2, 0, -3, 2, -1, 1], [1, 1]]",,{2},{}
240511.a.240511.1,"[[-2, 2, 1, -4, 0, 2], [1, 1, 0, 1]]",,{2},{}
240545.a.240545.1,"[[2, -7, 6, 0, -1, -1], [0, 1, 1]]",,{2},{2}
240569.a.240569.1,"[[12, -19, 0, 13, -7, 1], [0, 1]]",,{2},{}
240583.a.240583.1,"[[0, -1, 1, 3, -3, -1, 1], [1]]",,{},{}
240589.a.240589.1,"[[-1, 2, 1, 2, 1], [1, 0, 1, 1]]",,{},{}
240593.a.240593.1,"[[-1, -3, -2, 0, -2, 1], [1, 1, 1]]",,{2},{}
240595.a.240595.1,"[[1, 2, 2, 1, -1, -1], [1, 1, 0, 1]]",,{},{}
240616.a.481232.1,"[[-2, 7, -4, -6, 3, 2], [0, 1]]",,{2},{}
240649.a.240649.1,"[[-1, -1, 2, 0, -3, 0, 1], [1, 0, 1, 1]]",,{},{}
240651.a.240651.1,"[[0, 2, 4, 1, -4, 1], [1]]",,{2},{}
240652.a.240652.1,"[[0, 0, -3, -5, 0, 1], [1, 1, 1]]",,{2},{}
240663.a.721989.1,"[[0, 2, 3, -15, 9, -1, 1], [1, 1]]",,"{2, 5}",{5}
240667.a.240667.1,"[[1, 5, 5, -3, -2], [1, 1, 0, 1]]",,{},{}
240670.a.481340.1,"[[-1, 2, -2, 0, -1, 1], [1, 0, 0, 1]]",,{2},{}
240680.a.962720.1,"[[-1, 3, 1, 2, 3, 0, 1], [1, 1]]",,{},{}
240698.a.240698.1,"[[0, 0, 1, 0, -3, -1], [1, 1]]",,{2},{}
240706.a.481412.1,"[[0, 0, 0, 0, -3, -5, -1], [1, 1]]",,{},{}
240707.a.240707.1,"[[0, 3, 11, 15, 0, -5, 1], [1]]",,{},{}
240737.a.240737.1,"[[0, 0, -1, -1, -1, -1, -1], [1, 1]]",,{},{}
240770.a.240770.1,"[[3, 2, -4, 1, -1], [1, 0, 0, 1]]",,{2},{2}
240790.a.481580.1,"[[-3, 11, -11, -4, 6, 1], [1, 0, 0, 1]]",,{2},{2}
240797.a.240797.1,"[[1, -4, 4, -1, 1], [0, 1, 0, 1]]",,{},{}
240813.a.722439.1,"[[-18, 21, 4, -9, 0, 1], [0, 1]]",,{2},{}
240824.a.481648.1,"[[0, -1, 1, 0, 0, 1], [1, 1, 1, 1]]",,{},{}
240825.a.240825.1,"[[-14, -1, 13, 0, -4], [1, 1, 0, 1]]",,{2},{}
240837.a.240837.1,"[[-1, 3, 0, -4, 0, 1], [0, 0, 1]]",,{2},{}
240850.a.240850.1,"[[-3, 8, 2, -6, -1, 1], [1, 0, 0, 1]]",,{},{}
240867.a.240867.1,"[[-99, -22, 36, 6, -7, 1], [0, 1]]",,{2},{}
240887.a.240887.1,"[[22, 7, -40, -38, -11], [0, 1, 0, 1]]",,{},{}
240901.a.240901.1,"[[0, -2, -1, 0, 2, 1], [1, 0, 0, 1]]",,{},{}
240902.a.481804.1,"[[18, -31, 12, 5, -4], [1, 0, 0, 1]]",,{},{}
240905.a.240905.1,"[[1, 5, 6, 1, -2, -1], [1, 0, 0, 1]]",,{2},{}
240908.a.963632.1,"[[1, 4, 4, -2, -2], [0, 0, 0, 1]]",,{3},{3}
240909.a.722727.1,"[[0, 1, 0, -10, 5, 3], [1, 1, 0, 1]]",,{},{}
240920.a.963680.1,"[[-5, -25, -41, -22, 0, 2], [0, 1]]",,{2},{2}
240927.a.240927.1,"[[1, -2, -2, 3, -2], [1, 0, 1, 1]]",,{},{}
240967.a.240967.1,"[[-3, 6, 0, 3, 1], [1, 0, 1, 1]]",,{},{}
240979.a.240979.1,"[[-2, -3, -2, -4, -3, -1, -2], [1]]",,{},{}
240982.a.240982.1,"[[-1, 1, -2, 0, -1], [0, 1, 1, 1]]",,{},{}
241017.a.241017.1,"[[0, -2, -3, 0, 2, 0, -1], [1, 1, 0, 1]]",,{},{}
241029.a.241029.1,"[[0, 1, 0, -8, 1, 4, 1], [1, 1, 0, 1]]",,{},{}
241041.a.723123.1,"[[0, 0, -2, -6, -3, 1], [1, 1]]",,{2},{2}
241051.a.241051.1,"[[32, 2, -33, -1, 10, 0, -1], [1, 0, 1]]",,{2},{}
241052.a.964208.1,"[[-45, 72, -26, -5, 0, 1], [1, 0, 0, 1]]",,{},{}
241069.a.241069.1,"[[1, -4, 1, 1, 0, -1], [1, 1, 1]]",,{2},{}
241071.a.241071.1,"[[-1, 1, 1, -2, -1, -1], [1, 1]]",,{2},{}
241100.a.964400.1,"[[-34, -6, -11], [1, 1, 1, 1]]",,{},{}
241128.a.482256.1,"[[1, 2, -1, 0, 3, -2, 1], [0, 1]]",,{2},{}
241154.a.482308.1,"[[0, 2, -1, -6, -2, 1], [0, 1, 1]]",,{2},{2}
241168.a.241168.1,"[[3, -2, -4, 0, 2, 1], [0, 0, 1]]",,{2},{}
241192.a.482384.1,"[[1, 1, 4, 1, 2, -2], [1, 1]]",,{2},{2}
241202.a.241202.1,"[[-1, -3, -1, 3, -1, 1, -1], [1, 1, 1]]",,{},{}
241216.a.482432.1,"[[-1, -10, -29, -19, 1, 2], [0, 0, 0, 1]]",,"{2, 3}",{}
241253.a.241253.1,"[[-8, -12, -7, -3, -5, 0, -1], [1, 0, 1, 1]]",,{3},{3}
241255.a.241255.1,"[[-7, 6, 0, 0, -3, 1], [1, 1, 1]]",,{2},{}
241258.a.482516.1,"[[1, -3, 1, 1, 2, -1, -1], [0, 1]]",,{},{}
241268.a.965072.1,"[[1, -2, -3, -2, -2], [0, 1, 0, 1]]",,{},{}
241272.a.482544.1,"[[0, 1, 5, 5], [0, 1, 0, 1]]",,{2},{2}
241290.a.723870.1,"[[-2, 3, -3, 0, 0, 1, -1], [1, 1]]",,{},{}
241301.a.241301.1,"[[-22, 19, 9, -8, -2, 1], [0, 0, 0, 1]]",,{},{}
241304.a.482608.1,"[[1, 0, -2, -1, 0, 2], [0, 1]]",,{2},{}
241305.a.723915.1,"[[-1, 3, -5, 1, -1, 0, 2], [1, 1, 0, 1]]",,{},{}
241312.a.482624.1,"[[-10, -4, 16, 0, -7, 2], [1]]",,{2},{2}
241314.a.241314.1,"[[-1, -3, -3, -1, 0, 1], [1, 1]]",,{2},{}
241329.a.723987.1,"[[0, 0, 4, -3, -4, 3], [1]]",,{2},{}
241342.a.241342.1,"[[7, -22, 3, 16, -1, -4, -1], [1, 0, 0, 1]]",,{},{}
241352.a.482704.1,"[[0, 2, 6, 0, -9, 2], [1, 1]]",,{2},{}
241395.a.724185.1,"[[0, 1, -30, 225, -63, 1], [0, 1, 1]]",,{2},{2}
241407.a.241407.1,"[[-1, -1, 1, 1, -1, -1, -1], [1, 1, 0, 1]]",,{},{}
241412.a.965648.1,"[[52, -56, 14, 6, -4], [1, 0, 0, 1]]",,{},{}
241447.a.241447.1,"[[1, -3, 2, 1, -1, -1, 1], [1]]",,{},{}
241461.a.241461.1,"[[-1, 0, 0, 1, -2, 1], [1]]",,{2},{}
241461.b.241461.1,"[[-1, 0, 1, 0, -1, 1], [1, 0, 1]]",,"{2, 5}",{}
241461.c.724383.1,"[[0, -1, 3, 3, 1], [0, 1, 1, 1]]",,{2},{}
241475.a.241475.1,"[[2, 2, 5, 2, 3], [1, 0, 1, 1]]",,{},{}
241523.a.241523.1,"[[-1, -7, -23, 66, -3, -32, -8], [1, 1, 0, 1]]",,{3},{}
241525.a.241525.1,"[[1, -1, 0, 1], [1, 0, 1, 1]]",,{},{}
241538.a.483076.1,"[[0, 2, -2, 2, -1, 1], [0, 1, 1]]",,{2},{2}
241539.a.724617.1,"[[2, 3, 3, 1], [1, 1, 0, 1]]",,{},{}
241552.a.483104.1,"[[0, 0, 0, -1, 0, -2], [1, 1]]",,{2},{}
241568.a.483136.1,"[[-12, -2, 2, -2, 0, 1], [0, 0, 0, 1]]",,{2},{}
241568.b.483136.1,"[[-1, -4, -9, -9, -2, 2], [1]]",,{2},{}
241578.a.483156.1,"[[-5, -3, 5, 1, -2], [1, 0, 0, 1]]",,{2},{}
241584.a.241584.1,"[[5, 0, -13, 0, 19, -14, 3], [1]]",,{},{}
241586.a.241586.1,"[[-1, 2, 0, 0, -2, -1, -1], [1, 0, 0, 1]]",,{},{}
241594.a.241594.1,"[[0, 0, -3, -7, -3, -1], [1, 1]]",,{2},{}
241596.a.966384.1,"[[0, 1, -1, -1, -3], [0, 1, 0, 1]]",,{2},{}
241613.a.241613.1,"[[-2, -4, -2, 0, 1, 1], [1, 0, 0, 1]]",,{2},{}
241621.a.241621.1,"[[0, 5, 1, -5, -1, 1], [1, 1, 1]]",,{2},{}
241629.a.241629.1,"[[-1, 0, 0, 0, 0, 1], [1, 0, 1]]",,{2},{}
241648.a.966592.1,"[[1, 5, 5, -2, -5, 2], [0, 1]]",,{2},{2}
241649.a.241649.1,"[[-1, -1, -2, 0, -1], [1, 1, 1, 1]]",,{},{}
241654.a.241654.1,"[[-1, 2, -1, -4, 0, 1], [1, 0, 0, 1]]",,{},{}
241664.a.483328.1,"[[-1, -4, -3, 1, -2, 1], []]",,{2},{2}
241664.b.483328.1,"[[4, 2, -6, -1, 4, 0, -1], []]",,{2},{2}
241664.c.483328.1,"[[-1, 2, -1, 3, 4, 1], []]",,{2},{2}
241664.d.483328.1,"[[-1, 0, -4, 1, -4, 2], []]",,"{2, 3}",{2}
241675.a.241675.1,"[[0, -1, -2, 0, 3, 1], [0, 1]]",,{2},{2}
241677.a.241677.1,"[[-1, -2, -4, -3, -1, 1], [1]]",,{2},{}
241679.a.241679.1,"[[-7, -6, 2, 0, -2], [1, 1, 0, 1]]",,{},{}
241706.a.483412.1,"[[2, -2, -1, 1, -1], [1, 0, 0, 1]]",,{2},{}
241707.a.725121.1,"[[-2, 1, -1, 2, 0, 1], [1, 1, 0, 1]]",,{2},{}
241724.a.966896.1,"[[0, 1, 7, -1, -3], [0, 1, 0, 1]]",,{2},{}
241763.a.241763.1,"[[0, -1, 2, -1, 1, 1], [0, 1]]",,{2},{2}
241764.a.967056.1,"[[0, 2, -15, 33, -25, 1], [0, 1, 1]]",,{2},{2}
241775.a.241775.1,"[[0, -1, 2, -1, 1, -1, 1], [1]]",,{},{}
241789.a.241789.1,"[[-1, 0, 2, -5], [1, 1, 1, 1]]",,{2},{}
241816.a.483632.1,"[[1, 0, 3, 4, 1], [1, 1, 1, 1]]",,{},{}
241821.a.725463.1,"[[-2, -3, 0, 13, -12, 3], [0, 1]]",,{2},{}
241852.a.483704.1,"[[-3, -4, 0, 8, -2, -3, 1], [0, 1, 1]]",,{2},{}
241856.a.241856.1,"[[-1, 1, -1, 0, 2, 1], [1, 0, 1]]",,{2},{}
241856.b.241856.1,"[[26, 38, 13, -6, -4], [0, 0, 0, 1]]",,{},{}
241857.a.241857.1,"[[-1, -2, -2], [1, 1, 0, 1]]",,{},{}
241861.a.241861.1,"[[2, -5, 1, 1, -1], [0, 1, 1, 1]]",,{},{}
241866.a.967464.1,"[[-1, -4, -1, 0, 4, -2], [1, 0, 0, 1]]",,{},{}
241920.b.967680.1,"[[2, 0, -16, -5, 3, 1], []]",,"{2, 3}",{2}
241920.c.967680.1,"[[-3, 6, 3, -7, -2, 1], []]",,"{2, 3}",{2}
241931.a.241931.1,"[[0, -1, -1, 1, 3, 1], [1, 0, 1]]",,{2},{}
241931.b.241931.1,"[[7, 8, -8, -7, 3, 1], [0, 1]]",,{2},{}
241932.a.483864.1,"[[3, 13, 12, -6, -3, 1], [0, 1, 1]]",,{2},{}
241968.a.483936.1,"[[-3, 28, -87, 71, 26, 2], [1, 1]]",,{2},{2}
241988.a.967952.1,"[[1, 1, -2, -4, -1, 1], [0, 1, 1]]",,{2},{2}
241989.a.241989.1,"[[-1, 0, 1, 0, -2, 1], [1]]",,{2},{}
242007.a.242007.1,"[[1, 2, 0, -1, 0, 0, -1], [0, 1, 0, 1]]",,{2},{}
242028.a.726084.1,"[[-1, -2, 3, 0, -1], [1, 0, 0, 1]]",,{2},{}
242028.b.968112.1,"[[0, -1, 0, -3, 1], [0, 1, 1, 1]]",,{2},{}
242032.a.968128.1,"[[-59, 20, 29, -9, -7], [0, 0, 0, 1]]",,{},{}
242048.a.484096.1,"[[-3, 22, -52, 34, 13, 1], []]",,{2},{2}
242069.a.242069.1,"[[95, 63, 49, 13, 5], [0, 0, 1, 1]]",,{2},{2}
242069.a.242069.2,"[[0, 1, 7, 10, -7, 1], [0, 1]]",,{2},{2}
242091.a.726273.1,"[[-7, -33, 27, 3, -5], [1, 0, 0, 1]]",,{2},{2}
242115.a.726345.1,"[[0, -8, 0, 12, 7, 1], [1, 1, 1]]",,{2},{2}
242146.a.484292.1,"[[2, -4, 3, 0, -1], [1, 0, 0, 1]]",,{},{}
242168.a.484336.1,"[[1, -2, -2, 1, 4, 1], [0, 1, 0, 1]]",,{},{}
242172.a.726516.1,"[[0, -1, 0, 0, -1, -2, 1], [1, 1, 1]]",,{},{}
242176.a.484352.1,"[[0, -2, 11, -5, -2, 1], []]",,{2},{2}
242179.a.242179.1,"[[0, -2, 3, -1, -2, 1], [1]]",,{2},{}
242184.a.484368.1,"[[0, 1, -8, 19, -15, 2], [0, 1]]",,{2},{2}
242197.a.242197.1,"[[1, 1, 0, 1, 2, 1], [1]]",,{2},{}
242223.a.726669.1,"[[-22, 3, 17, -1, -4], [0, 0, 0, 1]]",,{2},{}
242237.a.242237.1,"[[0, 1, -2, 3, -1, 1], [1, 1]]",,{2},{}
242244.a.968976.1,"[[21, 20, 22, 10, 5, 1], [0, 0, 0, 1]]",,{},{}
242265.a.726795.1,"[[0, 1, -8, 18, -13, 3], [0, 1]]",,{2},{2}
242271.a.726813.1,"[[1, 3, -6, 10, -6, 3], [1]]",,"{2, 3}",{3}
242271.b.726813.1,"[[0, 0, -3], [1, 0, 0, 1]]",,{2},{}
242271.c.726813.1,"[[8, 10, 8, 1, -2], [1, 1, 0, 1]]",,{3},{3}
242274.a.484548.1,"[[-2, 2, 3, 0, -4, -3, -1], [1, 1]]",,{},{}
242288.a.242288.1,"[[-1, -1, 13, 11, -63, -16, -1], [1, 0, 1]]",,{2},{2}
242288.b.242288.1,"[[46, 78, 33, -5, -4], [0, 0, 1, 1]]",,{},{}
242308.a.484616.1,"[[2, -1, 0, 0, -1], [1, 1, 0, 1]]",,"{2, 3}",{3}
242315.a.242315.1,"[[1, -4, 1, 0, 1, 0, -1], [1, 1, 1]]",,{2},{2}
242320.a.242320.1,"[[1, -5, 2, 8, -1, -4, -1], [1]]",,{},{}
